App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
6006407,HDR,09/15/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
6007712,HDR,09/28/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
6004066,HDR,08/18/2022,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6006278,HDR,09/14/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6004486,HDR,08/23/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/14/2022 11:00:04 AM
5997784,HDR,06/06/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5994085,HDR,04/15/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Fingerprints needed,10/14/2022 11:00:04 AM
6005304,HDR,09/01/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/14/2022 11:00:04 AM
6006320,HDR,09/14/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
5994298,HDR,04/19/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,10/14/2022 11:00:04 AM
6007940,HDR,09/30/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
5992586,HDR,03/23/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6003708,HDR,08/15/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
5995317,HDR,05/04/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6003529,HDR,08/12/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,10/14/2022 11:00:04 AM
6007067,HDR,09/21/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
5991533,HDR,03/07/2022,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,10/14/2022 11:00:04 AM
6008683,HDR,10/08/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6007483,HDR,09/26/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6005198,HDR,08/31/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
6004234,HDR,08/21/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
6005693,HDR,09/07/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
5996235,HDR,05/16/2022,Pending Fitness Interview,10/19/2022,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
5989324,HDR,01/25/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6007868,HDR,09/30/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,10/14/2022 11:00:04 AM
6005572,HDR,09/06/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,10/14/2022 11:00:04 AM
6005457,HDR,09/04/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5988284,HDR,01/06/2022,Denied,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5990752,HDR,02/22/2022,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
6008801,HDR,10/10/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
5988699,HDR,01/13/2022,Denied,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6007114,HDR,09/22/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6005847,HDR,09/09/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6007319,HDR,09/24/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6007659,HDR,09/28/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,10/14/2022 11:00:04 AM
6001319,HDR,07/19/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5990541,HDR,02/18/2022,Denied,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
6006847,HDR,09/20/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
6006302,HDR,09/14/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5999217,HDR,06/22/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/14/2022 11:00:04 AM
6004838,HDR,08/27/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
5988138,HDR,01/04/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5995448,HDR,05/05/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
6007512,HDR,09/27/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/14/2022 11:00:04 AM
6006654,HDR,09/18/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
6004099,HDR,08/18/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6007992,HDR,10/01/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6005433,HDR,09/03/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,10/14/2022 11:00:04 AM
6009121,HDR,10/13/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6005545,HDR,09/05/2022,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6008667,HDR,10/07/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6008382,HDR,10/05/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6002164,HDR,07/28/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/14/2022 11:00:04 AM
6007251,HDR,09/23/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,10/14/2022 11:00:04 AM
5998577,HDR,06/14/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6008054,HDR,10/02/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,10/14/2022 11:00:04 AM
6000960,HDR,07/14/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6006397,HDR,09/15/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6004667,HDR,08/25/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6000164,HDR,07/05/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
6004007,HDR,08/18/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6008751,HDR,10/09/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6006311,HDR,09/14/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6001064,HDR,07/15/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6005102,HDR,08/30/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6004890,HDR,08/28/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
5992430,HDR,03/21/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6004999,HDR,08/29/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
5995148,HDR,05/02/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/14/2022 11:00:04 AM
6005713,HDR,09/07/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,10/14/2022 11:00:04 AM
5994196,HDR,04/18/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6005087,HDR,08/30/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
5995142,HDR,05/02/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/14/2022 11:00:04 AM
5999757,HDR,06/29/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6004120,HDR,08/19/2022,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6003125,HDR,08/09/2022,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6008533,HDR,10/06/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,10/14/2022 11:00:04 AM
6007338,HDR,09/25/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6007471,HDR,09/26/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6006134,HDR,09/13/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6005405,HDR,09/03/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6008246,HDR,10/04/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6003017,HDR,08/07/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
6008536,HDR,10/06/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6002783,HDR,08/04/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5995655,HDR,05/09/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6006288,HDR,09/14/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
6005094,HDR,08/30/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,10/14/2022 11:00:04 AM
6003482,HDR,08/12/2022,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
5997764,HDR,06/05/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/14/2022 11:00:04 AM
5992059,HDR,03/15/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6003193,HDR,08/09/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6006670,HDR,09/18/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5992869,HDR,03/28/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6007166,HDR,09/22/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/14/2022 11:00:04 AM
5989179,HDR,01/22/2022,Denied,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
6002421,HDR,08/01/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/14/2022 11:00:04 AM
6005135,HDR,08/31/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5997180,HDR,05/27/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6006418,HDR,09/15/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Not Applicable,10/14/2022 11:00:04 AM
6006968,HDR,09/21/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,10/14/2022 11:00:04 AM
6006591,HDR,09/16/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6008972,HDR,10/12/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6009079,HDR,10/12/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5995828,HDR,05/11/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,10/14/2022 11:00:04 AM
6002123,HDR,07/27/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6008022,HDR,10/02/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
5998251,HDR,06/10/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
5992951,HDR,03/29/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5993219,HDR,04/01/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,10/14/2022 11:00:04 AM
6000989,HDR,07/14/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,10/14/2022 11:00:04 AM
5989409,HDR,01/27/2022,Denied,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
6007869,HDR,09/30/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Not Applicable,10/14/2022 11:00:04 AM
6001112,HDR,07/16/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6006156,HDR,09/13/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
6008680,HDR,10/08/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5992240,HDR,03/18/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6002257,HDR,07/29/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,10/14/2022 11:00:04 AM
5998661,HDR,06/15/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6006031,HDR,09/12/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Needed,Fingerprints needed,10/14/2022 11:00:04 AM
5998062,HDR,06/08/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5994283,HDR,04/19/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
6008012,HDR,10/01/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
5989640,HDR,02/01/2022,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,10/14/2022 11:00:04 AM
5994324,HDR,04/19/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/14/2022 11:00:04 AM
6007946,HDR,09/30/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,10/14/2022 11:00:04 AM
6005632,HDR,09/07/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/14/2022 11:00:04 AM
5988560,HDR,01/11/2022,Denied,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,10/14/2022 11:00:04 AM
6007160,HDR,09/22/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/14/2022 11:00:04 AM
5998189,HDR,06/09/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6008042,HDR,10/02/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6005044,HDR,08/30/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/14/2022 11:00:04 AM
6004829,HDR,08/26/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/14/2022 11:00:04 AM
6007778,HDR,09/29/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/14/2022 11:00:04 AM
